Ano;NOME;Idade;PEDRA;INDE;IAN;IDA;IEG;IAA;IPS;IPP;IPV;PONTO_VIRADA
2020;ALUNO-1028;10.30958904;3;7.73389;5;7.5;9.1;9.50002;7.5;7.916666667;7.111106667;0
2020;ALUNO-1029;14.3890411;3;8.352503;5;9;8.7;9.50002;7.5;8.125;9.000005;1
2020;ALUNO-1031;6.353424658;4;9.166669;10;10;10;9.00002;7.5;7.5;8.833335;1
2020;ALUNO-1034;7.120547945;3;7.751391333;10;5.5;8.5;8.00002;7.5;8.125;7.944446667;0
2020;ALUNO-1035;10.80273973;3;8.263334667;5;10;9.4;9.50002;7.5;7.5;7.166663333;0
2020;ALUNO-1036;10.7369863;1;4.701666667;5;0;3.3;8.41668;6.875;6.458333333;6.833326667;0
2020;ALUNO-1041;4.901369863;3;7.793543333;10;8.666666667;5.4;8.75001;7.5;7.96875;7.79167;0
2020;ALUNO-1046;6.339726027;3;7.993334667;5;7.666666667;9.3;7.5;7.5;8.333333333;8.83334;1
2020;ALUNO-1047;5.293150685;1;4.833887333;10;0;2.1;7.5;7.5;7.916666667;5.611103333;0
2020;ALUNO-1051;16.37534247;2;6.254445333;10;3.666666667;2.8;9.16668;7.5;7.5;7.72222;0
2020;ALUNO-1056;6.383561644;1;4.336873833;2.5;2.666666667;3.7;7.5;4.375;6.09375;5.0833275;0
2020;ALUNO-1061;7.493150685;3;7.940278667;5;9;8.5;9.50002;6.875;7.916666667;7.55555;0
2020;ALUNO-1067;15.24383562;3;8.312502;5;9.5;10;8.50002;7.5;8.125;7.5;0
2020;ALUNO-1070;14.33150685;3;7.633334;5;9.5;10;8.50002;7.5;5;5.66666;0
2020;ALUNO-1072;10.84657534;3;8.193334333;10;7.333333333;8.3;8.75001;7.5;8.75;7.833333333;0
2020;ALUNO-1075;7.183561644;4;8.796113333;10;6.666666667;9.8;9.16668;10;8.75;8.55556;0
2020;ALUNO-1077;12.95890411;3;8.254168;10;7.5;10;9.50002;7.5;6.875;6.83333;0
2020;ALUNO-1078;6.791780822;3;7.804168;5;10;8;7.41668;6.875;7.083333333;7.833333333;0
2020;ALUNO-1079;10.30136986;2;6.602502;5;4.25;6.7;9.00002;7.5;7.291666667;7.666666667;0
2020;ALUNO-1081;7.953424658;1;5.2535425;5;4;6.7;8.33334;3.125;6.09375;4.2916675;0
2020;ALUNO-1084;9.194520548;3;8.308336;10;9;10;9.00002;4.375;6.875;7.41667;0
2020;ALUNO-1085;12.15890411;2;6.205209667;5;3.333333333;5.5;9.16668;7.5;7.96875;7.375;0
2020;ALUNO-1087;11.4630137;3;7.635279333;10;6;8.6;7.50002;7.5;7.708333333;7.22222;0
2020;ALUNO-1088;7.769863014;2;6.116945667;5;2.666666667;4.8;8.75001;7.5;8.541666667;8.222223333;0
2020;ALUNO-1089;8.238356164;4;8.900004;5;8.5;10;9.50002;7.5;10;10.00001;1
2020;ALUNO-1090;9.320547945;2;6.611668;5;8;4.6;7.00002;7.5;7.083333333;7.166663333;0
2020;ALUNO-1092;14.27671233;1;5.3102075;10;2;4.9;0;7.5;7.96875;6.9166625;0
2020;ALUNO-1093;12.55616438;3;7.297778667;5;5.333333333;9.1;9.16668;7.5;8.333333333;7.055553333;0
2020;ALUNO-1094;7.147945205;3;8.041252;5;8.5;9.3;9.00002;7.5;7.8125;7.75;0
2020;ALUNO-1095;15.18630137;4;9.116669;10;10;10;10.00002;7.5;7.5;8.083335;0
2020;ALUNO-1097;8.797260274;3;7.818543333;10;6.666666667;7.4;9.58335;7.5;7.96875;7.5;0
2020;ALUNO-1103;9.597260274;2;6.394585;5;3.5;8.9;7.91668;4.375;4.6875;8.583335;0
2020;ALUNO-1105;9.909589041;3;7.648752;5;7.5;9.4;7.50002;7.5;7.1875;7.75;0
2020;ALUNO-1106;6.02739726;3;7.734169;5;9.5;9.9;9.00002;4.375;2.5;8.833335;1
2020;ALUNO-1110;14.53972603;3;7.852502;5;8.5;7.7;9.50002;7.5;8.125;8;0
2020;ALUNO-1112;14.82739726;2;6.8100005;10;4.5;5.8;7.91667;6.25;7.5;7.9166675;0
2020;ALUNO-1119;5.339726027;4;8.541252;10;9;8.8;10.00002;7.5;7.8125;7.25;0
2020;ALUNO-1123;16.8630137;3;8.26639;5;8.333333333;8.7;8.33334;6.875;9.166666667;9.611113333;1
2020;ALUNO-1127;7.002739726;3;7.35667;5;6.5;8.2;8.00002;7.5;5;9.33334;1
2020;ALUNO-1128;8.268493151;3;8.229169833;10;6.666666667;5.5;9.16668;10;9.375;9.7083425;1
2020;ALUNO-1129;9.597260274;3;8.035278667;10;8;9.1;9.00002;5;7.708333333;7.222216667;0
2020;ALUNO-1130;8.476712329;4;8.788613333;10;9;9.7;9.50002;6.875;8.333333333;7.88889;0
2020;ALUNO-1131;6.789041096;2;7.046043;10;4;8.1;9.58335;6.25;7.34375;6.541665;0
2020;ALUNO-1132;6.624657534;2;7.131251333;5;6.166666667;8;7.5;6.25;7.8125;8.20834;0
2020;ALUNO-1133;14.0109589;1;5.431249667;5;5.833333333;4.5;0;6.25;7.8125;7.291665;0
2020;ALUNO-1134;15.30958904;2;7.178543167;10;4.833333333;6.7;9.58335;7.5;7.96875;6.8333325;0
2020;ALUNO-1136;6.912328767;3;7.737918833;10;7.666666667;7.2;9.58335;5;7.8125;7.6250025;0
2020;ALUNO-1139;16.12054795;3;7.492500667;5;7.5;8.9;6.91668;7.5;7.708333333;7.499996667;0
2020;ALUNO-1141;6.745205479;2;6.981252;5;6;7;8.50002;7.5;7.8125;7.5;0
2020;ALUNO-1142;13.19178082;1;5.968749333;5;3.166666667;7;7.5;6.25;7.1875;6.70833;0
2020;ALUNO-1145;7.035616438;2;6.225555333;5;4.666666667;6.1;9.16668;6.875;8.125;5.77777;0
2020;ALUNO-1148;7.361643836;1;3.0650015;5;0;1.2;6.66667;2.5;5;4.5416725;0
2020;ALUNO-1149;17.89589041;2;7.029167;5;9;10;9.50002;5.625;2.5;4.833325;0
2020;ALUNO-1150;7.917808219;4;8.673890667;10;9.5;8.8;9.50002;7.5;7.916666667;7.61111;0
2020;ALUNO-1156;14.72876712;3;8.281250333;10;8.666666667;9;8.33334;7.5;7.8125;6.916665;0
2020;ALUNO-1159;11.46575342;4;8.552224667;5;9.333333333;9.9;9.16668;6.875;8.125;8.94445;1
2020;ALUNO-1161;6.742465753;2;6.218334833;5;4.666666667;7.8;10.00002;4.375;5.625;6.1249975;0
2020;ALUNO-1165;8.802739726;3;8.080002;5;9;9.9;8.00002;7.5;7.5;7.5;0
2020;ALUNO-1166;16.15616438;1;5.690557333;5;4;6.3;9.50002;5;6.25;5.277776667;0
2020;ALUNO-1167;12.89041096;3;7.627502;10;4.5;8.7;9.50002;6.25;8.125;8;0
2020;ALUNO-1168;6.942465753;3;8.043751;5;10;8.5;7.91668;7.5;7.1875;7.916665;0
2020;ALUNO-1170;6.775342466;3;8.178752;10;9;8.3;8.00002;7.5;7.1875;7.25;0
2020;ALUNO-1171;9.002739726;4;8.925003;10;8.333333333;9.5;9.58335;6.25;8.75;9.500006667;1
2020;ALUNO-1172;11.86849315;2;6.268752;5;4.5;5;9.50002;7.5;7.1875;7.25;0
2020;ALUNO-1173;10.96164384;1;4.420833667;10;0;2;7.91667;3.75;6.875;5.833333333;0
2020;ALUNO-1174;9.043835616;3;7.3906255;10;5;7;7.08333;6.875;8.28125;8.8333375;1
2020;ALUNO-1175;5.610958904;1;5.367224;5;0;5.1;8.50002;7.5;7.916666667;7.277776667;0
2020;ALUNO-1176;11.41643836;3;8.233335;10;6.333333333;8;8.75001;8.75;9.166666667;8.500003333;0
2020;ALUNO-1178;10.94246575;1;5.692918;5;4.25;3.1;8.00002;6.875;7.1875;7.58333;0
2020;ALUNO-1181;8.073972603;3;7.745836;5;10;10;9.00002;5.625;2.5;7.66667;0
2020;ALUNO-1187;10.83287671;2;7.060279333;5;4.5;8.1;9.00002;7.5;8.125;7.888886667;0
2020;ALUNO-1188;6.78630137;1;5.461458667;10;4.333333333;1;7.91667;7.5;7.03125;5.75;0
2020;ALUNO-1190;6.978082192;3;8.100557333;10;8;9.6;8.50002;6.875;6.875;6.777776667;0
2020;ALUNO-1191;8.397260274;2;6.828125667;10;3.333333333;9.5;7.91667;4.375;7.65625;6.333335;0
2020;ALUNO-1193;6.863013699;2;6.912779333;10;3.75;6.8;9.00002;7.5;7.083333333;7.22222;0
2020;ALUNO-1195;8.419178082;3;8.153752;10;7;8.8;8.50002;7.5;8.4375;7.75;0
2020;ALUNO-1197;9.663013699;3;7.820418167;10;5.333333333;8.8;8.75001;6.25;8.4375;8.2500025;0
2020;ALUNO-1198;11.29315068;2;6.790556667;5;7.5;5.8;9.00002;5;7.083333333;7.611106667;0
2020;ALUNO-1200;5.852054795;3;7.520000167;10;5.833333333;7.6;7.91667;6.25;7.5;8.3333325;0
2020;ALUNO-1205;8.501369863;4;8.962503;10;10;9.5;7.00002;7.5;8.125;9.000005;1
2020;ALUNO-1215;10.0739726;4;8.700003;5;10;9.5;10.00002;7.5;7.5;9.000005;1
2020;ALUNO-1217;10.64109589;3;8.443336;10;8;8.8;8.33334;4.375;9.375;9.37501;1
2020;ALUNO-1218;7.991780822;4;8.840628;10;7.5;9.5;9.16668;7.5;8.90625;9.416675;1
2020;ALUNO-1219;8.843835616;3;7.974724667;10;3.833333333;9.7;8.33334;7.5;8.958333333;8.944453333;1
2020;ALUNO-1222;7.791780822;3;7.533542;10;7;6.6;9.16668;6.875;7.34375;7.374995;0
2020;ALUNO-1223;14.44109589;3;8.350558;5;9.5;8.6;8.50002;7.5;8.75;8.77778;1
2020;ALUNO-1225;9.01369863;1;5.984724;5;0;8;6.91668;7.5;8.541666667;7.944446667;0
2020;ALUNO-1226;10.2;3;8.129724667;5;9.5;8.1;9.50002;5.625;8.75;8.611113333;0
2020;ALUNO-1228;10.08219178;3;7.600000667;10;6.5;8.5;6.91668;7.5;7.916666667;6.83333;0
2020;ALUNO-1229;9.449315068;3;7.917778667;10;8;9.2;9.50002;5.625;5.208333333;7.222216667;0
2020;ALUNO-1230;7.81369863;3;7.567082333;10;4.666666667;9.7;6.24999;7.5;8.4375;7.375;0
2020;ALUNO-1231;8.550684932;1;6.004166;5;7;7;0;4.375;6.666666667;7.999996667;0
2020;ALUNO-1232;7.178082192;1;6.008751;5;0;8.2;9.50002;7.5;7.1875;7.249995;0
2020;ALUNO-1237;11.55342466;2;6.985000667;5;5.5;8.3;7.91668;7.5;7.5;7.166663333;0
2020;ALUNO-1238;11.30136986;4;8.539168;10;10;8.8;7.41668;7.5;6.875;8;0
2020;ALUNO-1241;8.079452055;1;4.179721333;10;0;2.1;0;7.5;6.875;6.611106667;0
2020;ALUNO-1244;10.78630137;4;8.742502;10;9.5;8.9;9.50002;7.5;8.125;7.75;0
2020;ALUNO-1248;9.356164384;3;8.442778667;10;7.666666667;9.2;9.16668;6.875;8.541666667;8.055553333;0
2020;ALUNO-1249;8.967123288;3;8.006044;10;6;7.9;9.16668;6.25;8.59375;9.125005;1
2020;ALUNO-1250;7.41369863;2;6.484720667;10;3.333333333;5;6.66666;7.5;8.125;7.94444;0
2020;ALUNO-1251;10.99452055;3;7.613959833;5;7.666666667;6.7;9.16668;10;7.65625;7.7916675;0
2020;ALUNO-1252;9.454794521;1;5.802082833;10;3.166666667;6.5;0;7.5;7.1875;6.9999975;0
2020;ALUNO-1253;9.430136986;3;7.429166;5;10;10;8.50002;5.625;2.5;6.33332;0
2020;ALUNO-1254;9.175342466;2;6.518752;5;8;3.5;8.50002;6.875;7.8125;7;0
2020;ALUNO-1256;7.183561644;1;5.397779;5;0;4.6;7.91667;7.5;7.916666667;8.222226667;0
2020;ALUNO-1257;10.68493151;3;7.6402105;5;8;6.8;10.00002;7.5;7.96875;8.1666675;0
2020;ALUNO-1260;7.120547945;3;7.975835333;5;9;8.9;9.50002;7.5;7.291666667;7.333333333;0
2020;ALUNO-1261;12.6109589;1;5.436457833;10;0.666666667;7.5;7.91667;3.125;6.40625;5.2916625;0
2020;ALUNO-1262;6.663013699;2;6.840279333;5;2.666666667;9;8.33334;7.5;8.125;8.05556;0
2020;ALUNO-1264;10.11232877;3;8.110557333;5;9.5;8.4;10.00002;7.5;7.916666667;7.444443333;0
2020;ALUNO-1265;11.52328767;3;8.124446333;5;7.666666667;9.9;8.75001;7.5;8.75;8.05556;0
2020;ALUNO-1266;7.142465753;3;7.463612667;5;7.5;8.7;8.50002;5;7.291666667;8.22222;0
2020;ALUNO-1270;6.802739726;3;7.448612667;10;6;6.5;8.50002;7.5;7.708333333;7.888886667;0
2020;ALUNO-1274;8.043835616;3;7.942502667;5;7.333333333;8.4;9.16668;7.5;8.958333333;8.666673333;1
2020;ALUNO-1275;6.610958904;4;8.718752;10;10;8.5;10.00002;7.5;7.1875;7.75;0
2020;ALUNO-1277;16.70958904;3;7.639723667;10;7.666666667;5.9;7.08333;5;8.958333333;9.11112;1
2020;ALUNO-1278;11.27945205;3;7.31667;5;10;10;9.00002;7.5;2.5;4.58334;0
2020;ALUNO-1281;7.153424658;3;8.381459167;10;6.833333333;9.1;7.91667;7.5;8.28125;9.1250025;1
2020;ALUNO-1282;9.945205479;2;6.301668;10;8.5;8.8;7.91668;2.5;2.5;2.75;0
2020;ALUNO-1284;9.950684932;2;6.793611;5;4.333333333;8.6;8.75001;7.5;7.708333333;6.55555;0
2020;ALUNO-1285;9.106849315;4;8.61125;10;9;9.9;9.00002;7.5;7.8125;6.99999;0
2020;ALUNO-1287;10.84109589;2;7.16667;5;8.5;10;8.50002;7.5;2.5;5.58334;0
2020;ALUNO-1288;14.23287671;2;6.728749;10;6;7.8;0;7.5;7.1875;7.499995;0
2020;ALUNO-1289;7.695890411;2;6.120001333;5;3;7.1;8.50002;7.5;6.666666667;6.666663333;0
2020;ALUNO-1291;9.564383562;3;8.050834667;10;10;6.9;6.91668;7.5;7.291666667;7.5;0
2020;ALUNO-1292;11.3369863;4;8.949447333;10;9;9.4;10.00002;7.5;8.75;8.222226667;0
2020;ALUNO-1293;10.07945205;1;3.851944667;5;0;1.1;0;7.5;7.708333333;8.055556667;0
2020;ALUNO-1294;13.30410959;1;4.4933325;10;0;2.8;7.91667;5;6.25;5.0833275;0
2020;ALUNO-1296;11.66849315;2;6.846252;5;5.75;8.7;8.50002;5.625;5.9375;7.25;0
2020;ALUNO-1297;9.654794521;2;7.080833833;5;5.666666667;8.3;7.91667;6.875;7.5;7.7916675;0
2020;ALUNO-1298;9.232876712;4;8.546669;10;9;9.9;9.50002;7.5;7.5;6.583335;0
2020;ALUNO-1299;9.452054795;3;7.819792333;10;5.166666667;8.5;7.91667;7.5;8.28125;8.583335;0
2020;ALUNO-1302;8.482191781;1;4.327223333;5;0;0.9;8.00002;7.5;7.083333333;6.94444;0
2020;ALUNO-1303;9.164383562;2;6.217502;5;3;7.9;9.00002;4.375;5;8.5;0
2020;ALUNO-1309;11.63561644;3;7.887501167;10;6.833333333;8;7.5;7.5;8.125;8.0416725;0
2020;ALUNO-1313;14.09863014;1;5.189999333;5;2.166666667;5.2;8.33334;5;7.5;5.66666;0
2020;ALUNO-1315;6.624657534;1;5.655001;5;4.5;6.9;8.00002;5;3.75;5.999995;0
2020;ALUNO-1316;7.295890411;4;8.500003;5;10;10;9.50002;7.5;7.5;7.750005;0
2020;ALUNO-1319;8.016438356;3;7.898334667;5;10;9.2;6.41668;6.875;7.291666667;7.5;0
2020;ALUNO-1323;7.750684932;3;8.049168667;5;10;9.1;9.00002;4.375;7.916666667;8;0
2020;ALUNO-1324;7.923287671;3;8.000835333;5;10;7.9;9.00002;7.5;7.708333333;7.5;0
2020;ALUNO-1325;5.956164384;1;5.324583;5;0;8.3;6.91668;5;6.5625;6.583325;0
2020;ALUNO-1328;6.602739726;3;7.285836;10;1.5;8.7;9.50002;7.5;8.125;8.66667;1
2020;ALUNO-1336;7.375342466;1;5.584721333;5;3.666666667;4;8.33334;7.5;8.125;5.77777;0
2020;ALUNO-1338;4.197260274;3;8.332503;5;9.5;8.1;9.50002;7.5;8.125;9.000005;1
2020;ALUNO-1339;3.887671233;3;7.922223333;5;7.666666667;10;10.00002;7.5;7.5;6.94444;0
2020;ALUNO-1341;5.082191781;3;8.430002833;10;7.166666667;8.9;8.75001;6.875;8.125;9.2083425;1
2020;ALUNO-1343;5.583561644;1;5.841667;10;0;8;8.00002;5;6.25;6.583325;0
2020;ALUNO-1344;5.605479452;2;6.449445333;2.5;6;7.4;8.00002;5.625;6.458333333;7.55555;0
2020;ALUNO-1347;6.249315068;2;7.158543333;10;4.666666667;8.1;9.16668;6.875;7.34375;6.333335;0
2020;ALUNO-1348;7.753424658;3;7.842224333;10;6.333333333;7.1;7.91667;6.875;8.541666667;9.11112;1
2021;ALUNO-1;15.77260274;3;7.319;5;8.8;6.3;7.5;6.9;7.7;8.1;0
2021;ALUNO-3;18.94794521;3;7.021;10;5.6;6.9;7.1;6.3;7.3;7.2;0
2021;ALUNO-5;18.03835616;3;7.399;10;5.4;7.5;7.4;7.5;8.5;7.4;0
2021;ALUNO-8;18.97260274;4;8.269;10;7.1;8.6;8.8;7.5;8;8.5;0
2021;ALUNO-11;18.55342466;4;8.99;10;8.8;10;9;6.3;7.7;9.7;1
2021;ALUNO-13;16.33424658;1;3.413;5;0.8;0;8;7.5;0;6;0
2021;ALUNO-17;19.77260274;2;6.14;5;2.6;4.2;9.5;7.5;8.4;8.8;0
2021;ALUNO-18;18.34794521;2;5.666;5;5.3;3.3;10;6.3;7.7;5.2;0
2021;ALUNO-19;16.1260274;2;6.751;5;4.6;6.3;9;7.5;7.7;8.3;0
2021;ALUNO-28;16.38630137;4;9.079;10;8.8;9.2;8.3;7.5;9.4;9.9;1
2021;ALUNO-29;15.96164384;2;6.342;5;3.8;5.3;9.6;7.5;7.5;7.9;0
2021;ALUNO-34;16.28767123;2;6.129;5;5.5;2.9;6.9;7.5;7.7;8.7;0
2021;ALUNO-35;16.67671233;4;8.416;5;8.2;9.4;9.2;7.5;8.4;9.4;1
2021;ALUNO-36;16.58082192;2;6.246;5;4.7;6.4;8.3;3.8;7.3;7.9;0
2021;ALUNO-37;16.63835616;2;6.154;10;6.5;5.4;0;6.9;7.5;6.7;0
2021;ALUNO-38;16.9260274;2;6.847;10;5.1;6.9;3.8;7.5;7.5;7.8;0
2021;ALUNO-40;22.03835616;3;7.334;5;6;7.8;9.2;7.5;8.3;8;0
2021;ALUNO-41;16.09863014;2;6.1;5;6.8;5;0;7.5;7.5;8.8;0
2021;ALUNO-42;18.3260274;2;6.802;10;4;6.7;10;7.5;7.2;6;0
2021;ALUNO-46;18.61369863;4;8.471;10;6.9;10;8.5;7.5;8.1;8.4;0
2021;ALUNO-47;18.0630137;2;6.056;5;4;6.3;8.5;7.5;7.5;5.8;0
2021;ALUNO-51;17.98082192;3;8.051;10;5.4;9.2;9;7.5;7.7;8.6;0
2021;ALUNO-54;17.77808219;2;6.388;10;4.1;5.8;7.5;7.5;7.3;5.8;0
2021;ALUNO-55;17.09041096;3;8.219;5;7.6;8.9;9.6;8.1;8.1;9.2;1
2021;ALUNO-56;17.44383562;2;6.777;5;5.5;7.5;8.8;5.6;7.8;7.2;0
2021;ALUNO-57;17.44383562;3;7.213;10;6;6.9;8.3;6.3;7.7;7;0
2021;ALUNO-60;18.66575342;3;6.956;5;6.1;7.5;7.9;6.9;7.2;7.7;0
2021;ALUNO-61;17.05479452;1;3.017;5;0;1.3;0;5.6;6.9;5.1;0
2021;ALUNO-62;17.49863014;2;5.704;5;3.1;4.6;8.5;7.5;8.1;6.2;0
2021;ALUNO-65;17.77808219;4;8.438;5;6.9;10;10;7.5;8.1;10;1
2021;ALUNO-66;16.52876712;2;6.875;5;5.9;6.3;8;7.5;8.5;7.7;0
2021;ALUNO-67;17.15068493;1;4.939;5;1.1;3.3;7.4;7.5;8.3;6.1;0
2021;ALUNO-75;15.93424658;4;9.108;10;8.5;9.2;10;7.5;8.8;9.7;1
2021;ALUNO-76;14.81369863;4;8.869;10;7.6;10;10;7.5;7.5;9.2;1
2021;ALUNO-77;14.61369863;3;7.854;5;6.4;10;9.5;7.5;7.5;8.1;0
2021;ALUNO-78;17.88767123;2;6.339;5;2.6;9.2;8.9;7.5;7.3;5.6;0
2021;ALUNO-81;18.59452055;2;6.188;5;6.5;5.8;6.3;2.5;8.1;7.7;0
2021;ALUNO-83;17.6739726;2;5.987;10;3;6.4;6.7;3.8;7.3;6.7;0
2021;ALUNO-84;19.86027397;3;7.867;10;6.8;10;3.5;7.5;7.5;8.3;0
2021;ALUNO-85;16.84109589;2;6.652;5;6.9;6.7;9.5;6.3;4.7;7;0
2021;ALUNO-87;16.5890411;3;8.004;10;7.8;7.8;7.9;7.5;8.1;7.7;0
2021;ALUNO-88;15.24657534;3;8.096;5;7.4;9.6;9.5;6.3;8.1;9.1;1
2021;ALUNO-90;16.6630137;2;5.994;5;4.6;5;7.1;7.5;7.2;7;0
2021;ALUNO-91;13.82739726;1;4.2;10;2.2;0;9.5;7.5;5.6;2.5;0
2021;ALUNO-93;15.7369863;2;6.248;10;5.1;4.2;8;7.5;6.6;5.9;0
2021;ALUNO-94;15.52054795;2;5.923;10;4.6;3.6;7.5;7.5;7.3;5.2;0
2021;ALUNO-95;14.07945205;1;4.957;5;1.3;5.6;8.3;7.5;6.9;4.1;0
2021;ALUNO-97;15.63561644;2;6.317;5;5.8;5.8;8;7.5;7.5;6;0
2021;ALUNO-98;14.35616438;3;6.953;5;6.3;6.4;9.2;7.5;7.5;7.5;0
2021;ALUNO-100;15.24657534;1;3.117;5;0;0;8.5;3.8;6.3;3.8;0
2021;ALUNO-102;13.67671233;2;6.704;5;4.8;7.5;6.3;7.5;7.9;7.8;0
2021;ALUNO-103;13.62739726;3;8.076;10;6.2;8.8;9.5;6.3;7.9;8.6;0
2021;ALUNO-104;15.17260274;3;8.01;10;6.4;10;9;7.5;7.2;6.8;0
2021;ALUNO-105;15.31780822;1;4.956;10;2.8;1.1;10;7.5;6.7;3.7;0
2021;ALUNO-106;15.03561644;3;8.242;5;7.9;7.9;10;7.5;8.3;10;1
2021;ALUNO-109;15.70684932;3;7.36;5;7.8;6.7;7.5;7.5;8.4;8.2;0
2021;ALUNO-111;15.9890411;3;7.222;5;6;8.1;8.3;7.5;8.4;7.4;0
2021;ALUNO-112;16.23561644;2;6.098;5;6.2;3.1;9.2;6.9;7.7;6.9;0
2021;ALUNO-113;15.83013699;2;6.664;5;4.6;7.1;9.5;7.5;8.1;6.6;0
2021;ALUNO-117;16.37260274;3;7.774;10;7.1;7.1;8.5;7.5;8.3;7.6;0
2021;ALUNO-118;14.96164384;4;8.299;10;6.9;9.6;8.5;7.5;7.5;8.2;0
2021;ALUNO-120;15.8739726;3;7.096;5;6.1;8.3;8.5;7.5;7.5;6.8;0
2021;ALUNO-124;15.83835616;4;8.275;10;6.1;8.3;9;7.5;8.1;9.7;1
2021;ALUNO-125;14.42739726;2;6.461;10;4.6;4.6;6.3;7.5;7.9;7.2;0
2021;ALUNO-126;15.44657534;2;6.069;5;4.5;4.2;9;7.5;7.2;7.3;0
2021;ALUNO-127;15.35890411;3;6.907;5;5.6;7.1;10;7.5;7.5;6.9;0
2021;ALUNO-128;16.29589041;1;5.229;5;4;6.7;7.9;4.4;2.5;5.6;0
2021;ALUNO-129;16.01917808;2;5.819;10;4.6;4.2;7.4;7.5;7.2;4.3;0
2021;ALUNO-133;16.36712329;3;7.99;5;7.1;9.6;9.5;7.5;7.7;8.4;0
2021;ALUNO-135;14.76438356;2;5.788;5;3.6;4.2;9.5;6.3;6.9;7.3;0
2021;ALUNO-137;13.2739726;2;6.012;5;5.3;5.8;8;7.5;5;6.2;0
2021;ALUNO-143;15.10958904;2;6.278;10;4.3;4.4;7.9;6.3;7.5;6.8;0
2021;ALUNO-149;11.85753425;4;8.36;10;7.4;8.1;8.8;6.9;8.3;9.4;1
2021;ALUNO-151;14.52328767;4;9.004;5;9.1;9.6;9.5;8.1;10;10;1
2021;ALUNO-152;14.37808219;4;8.672;10;8;8.3;8.8;7.5;8.3;9.8;1
2021;ALUNO-153;13.82191781;4;8.355;10;7.5;7.5;10;7.5;8;9;1
2021;ALUNO-154;13.27671233;1;5.163;5;1.5;2.9;9.5;7.5;8.1;6.3;0
2021;ALUNO-155;15.4;1;5.082;5;3.4;5.3;7.1;0;8.1;6.6;0
2021;ALUNO-156;14.70958904;3;7.981;10;7.3;7.8;7.5;6.3;8.3;8.8;0
2021;ALUNO-158;12.0630137;2;6.056;5;4.5;6.1;8.3;6.9;6.9;6.1;0
2021;ALUNO-159;13.01369863;3;8.025;5;6.1;10;9;7.5;8.1;9.3;1
2021;ALUNO-162;14.30958904;3;7.531;5;6.6;10;8.5;7.5;7.5;6.8;0
2021;ALUNO-164;14.13972603;3;7.125;10;5.9;5.8;9.5;7.5;7.5;6.7;0
2021;ALUNO-165;14.5260274;3;7.579;5;7.3;7.5;10;7.5;8.3;7.7;0
2021;ALUNO-167;13.64109589;3;7.639;5;5.8;9.2;10;7.5;7.5;8.3;0
2021;ALUNO-168;13.69863014;1;3.524;5;2.5;1.7;0;5.6;7.5;4.4;0
2021;ALUNO-169;15.16986301;3;6.898;5;6.1;10;8.5;4.4;5.3;6.8;0
2021;ALUNO-171;13.95890411;3;8.036;5;7.5;8.9;8.8;7.5;8.3;9;1
2021;ALUNO-173;13.24109589;2;6.532;5;4.9;6.7;9.6;5;7.7;7.5;0
2021;ALUNO-176;13.75616438;2;5.674;5;4.3;6.3;7.5;5;6.7;5.7;0
2021;ALUNO-177;12.92328767;3;7.196;10;4.6;8.3;9;7.5;6.9;6.3;0
2021;ALUNO-184;10.28493151;3;7.896;10;5.6;9.2;8.5;7.5;7.5;8;0
2021;ALUNO-185;10.49315068;3;7.906;10;5.4;10;8;7.5;7.2;7.8;0
2021;ALUNO-188;9.161643836;2;6.435;5;4.7;5.8;7.1;7.5;8.1;7.8;0
2021;ALUNO-193;11.9890411;3;8.215;5;7.7;10;9.2;5.6;7.9;9.6;1
2021;ALUNO-197;10.87945205;3;7.751;10;6;7.2;8.3;7.5;8.1;8.6;0
2021;ALUNO-200;10.94794521;1;4.788;10;3.3;1.7;7.5;6.9;6.7;3.5;0
2021;ALUNO-201;12.63013699;2;5.636;5;6.4;5.6;5.8;0;8.3;6.7;0
2021;ALUNO-206;12.62739726;1;5.143;10;2;4.2;8.8;0;7.7;6.3;0
2021;ALUNO-207;11.92876712;1;5.504;5;5.3;3.9;8.3;6.9;7.5;4.4;0
2021;ALUNO-208;11.92876712;2;6.45;5;4.5;6.3;7;7.5;7.5;8;0
2021;ALUNO-209;10.70958904;3;7.167;5;4.2;7.9;8.5;7.5;8.1;9.2;1
2021;ALUNO-212;10.19726027;2;5.663;5;4.3;8.3;9.5;5;2.5;4.7;0
2021;ALUNO-213;9.350684932;4;8.761;10;7.5;9.4;9.6;7.5;8.8;8.9;0
2021;ALUNO-217;11.84657534;3;7.765;5;7.1;8.8;8.5;7.5;8.1;8.4;0
2021;ALUNO-218;11.45205479;4;8.821;10;6.9;10;9.5;7.5;8.1;9.7;1
2021;ALUNO-219;13.16986301;1;4.176;5;1.9;4.2;0;6.9;8.1;4.8;0
2021;ALUNO-221;10.69315068;1;4.442;5;1.8;2.8;9.2;7.5;5.8;3.9;0
2021;ALUNO-225;11.37808219;3;7.138;10;6;6.7;8.3;6.9;7.5;6.7;0
2021;ALUNO-226;10.34520548;1;4.617;5;4.3;4.2;0;5.6;7.1;5.8;0
2021;ALUNO-229;10.45205479;1;5.054;5;4;0;8.5;7.5;6.9;7.3;0
2021;ALUNO-231;11.50410959;3;7.698;10;5.4;8.6;9.2;6.9;8;7.5;0
